LoanStatus,LenderYield,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),Occupation,EmploymentStatus,IsBorrowerHomeowner,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,IncomeRange,TotalProsperLoans,OnTimeProsperPayments,BorrowerState
Chargedoff,0.2739,2.0,4.0,15,Other,Other,True,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,MD
Current,0.275,2.0,2.0,1,Attorney,Employed,False,5.0,0.0,0.0,"$100,000+",2.0,49.0,TX
Current,0.1802,4.0,4.0,2,Computer Programmer,Employed,True,0.0,0.0,3.0,"$50,000-74,999",1.0,14.0,IN
Completed,0.3025,1.0,3.0,1,Professional,Full-time,True,6.0,427.0,0.0,"$100,000+",5.0,65.0,MO
Completed,0.34,1.0,5.0,1,Professional,Full-time,True,1.0,7378.0,2.0,"$50,000-74,999",2.0,37.0,NJ
Completed,0.0615,7.0,10.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,17.0,WA
Completed,0.08,6.0,9.0,7,Other,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,CO
Current,0.1385,5.0,11.0,2,Tradesman - Electrician,Employed,True,0.0,0.0,0.0,"$50,000-74,999",3.0,76.0,OH
Completed,0.1146,5.0,5.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,1.0,CT
Completed,0.2474,3.0,3.0,2,Nurse (RN),Full-time,True,2.0,78097.0,7.0,"$50,000-74,999",2.0,44.0,AZ
Completed,0.1799,4.0,6.0,1,Administrative Assistant,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,12.0,TX
Completed,0.26,1.0,4.0,6,Professional,Full-time,False,0.0,0.0,4.0,"$50,000-74,999",2.0,48.0,IN
Completed,0.2999,2.0,4.0,1,Clerical,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,10.0,TN
Current,0.2099,3.0,6.0,1,Food Service Management,Employed,True,1.0,0.0,18.0,"$25,000-49,999",1.0,34.0,MI
Chargedoff,0.2532,3.0,6.0,1,Sales - Retail,Full-time,False,1.0,0.0,7.0,"$25,000-49,999",1.0,26.0,AR
Current,0.0824,6.0,10.0,3,Executive,Employed,False,0.0,0.0,0.0,"$100,000+",2.0,63.0,NJ
Completed,0.2899,2.0,1.0,3,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",3.0,42.0,AK
Completed,0.082,6.0,9.0,1,Tradesman - Mechanic,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,19.0,NC
Completed,0.2332,3.0,2.0,1,Other,Employed,True,2.0,259.0,0.0,"$25,000-49,999",1.0,19.0,TX
Current,0.101,6.0,8.0,1,Postal Service,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,14.0,WV
Past Due (16-30 days),0.3025,1.0,4.0,1,Teacher's Aide,Part-time,False,0.0,0.0,0.0,"$1-24,999",2.0,40.0,CA
Current,0.2298,4.0,7.0,20,Other,Employed,False,2.0,122.0,0.0,"$50,000-74,999",1.0,35.0,IL
Completed,0.198,3.0,8.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,22.0,MO
Completed,0.27,1.0,3.0,2,Other,Retired,True,0.0,0.0,20.0,"$1-24,999",1.0,2.0,KS
Completed,0.2999,2.0,2.0,6,Professional,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,11.0,CA
Completed,0.0745,7.0,9.0,6,Military Enlisted,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",2.0,24.0,MS
Current,0.1774,4.0,2.0,1,Police Officer/Correction Officer,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,28.0,OR
Current,0.2999,2.0,1.0,7,Other,Full-time,False,0.0,0.0,34.0,$0,2.0,17.0,NJ
Completed,0.101,6.0,8.0,2,Engineer - Electrical,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,14.0,LA
Current,0.2532,3.0,5.0,6,Police Officer/Correction Officer,Employed,False,0.0,0.0,44.0,"$25,000-49,999",1.0,7.0,MN
Current,0.251,3.0,4.0,14,Executive,Employed,False,0.0,0.0,35.0,"$100,000+",2.0,51.0,CA
Current,0.1745,5.0,5.0,3,Other,Employed,False,2.0,8282.0,9.0,"$25,000-49,999",1.0,12.0,MI
Current,0.2319,3.0,5.0,1,Professional,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,11.0,CA
Current,0.1053,6.0,8.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,27.0,FL
Current,0.1745,5.0,7.0,1,Other,Retired,True,0.0,0.0,0.0,"$50,000-74,999",2.0,50.0,WA
Defaulted,0.2401,3.0,8.0,1,Other,Full-time,False,1.0,0.0,4.0,"$1-24,999",1.0,19.0,OR
Current,0.1499,5.0,4.0,1,Professional,Employed,True,0.0,0.0,25.0,"$50,000-74,999",2.0,50.0,OH
Defaulted,0.2599,3.0,4.0,1,Retail Management,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,7.0,OH
Current,0.1899,4.0,5.0,1,Other,Employed,True,0.0,0.0,6.0,"$100,000+",1.0,35.0,ID
FinalPaymentInProgress,0.0849,6.0,10.0,3,Professional,Employed,True,2.0,41694.0,41.0,"$100,000+",1.0,6.0,KY
Current,0.251,3.0,3.0,1,Other,Other,False,1.0,140.0,0.0,"$1-24,999",1.0,6.0,MT
Past Due (1-15 days),0.1574,6.0,6.0,1,Social Worker,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,7.0,TX
Completed,0.2099,3.0,6.0,7,Teacher,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,34.0,MO
Current,0.152,4.0,9.0,7,Analyst,Employed,True,0.0,0.0,7.0,"$75,000-99,999",1.0,10.0,WI
Completed,0.2099,3.0,6.0,1,Postal Service,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,30.0,NC
Current,0.3204,2.0,1.0,1,Other,Full-time,True,4.0,12592.0,67.0,"$100,000+",1.0,32.0,MA
Current,0.1169,6.0,8.0,1,Other,Self-employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,17.0,NY
Current,0.0529,7.0,11.0,2,Other,Employed,True,0.0,0.0,0.0,"$25,000-49,999",3.0,85.0,IL
Current,0.3034,1.0,9.0,2,Other,Other,True,0.0,0.0,0.0,"$25,000-49,999",4.0,125.0,OK
Current,0.0616,7.0,10.0,3,Other,Self-employed,False,0.0,0.0,0.0,"$1-24,999",2.0,19.0,PA
Current,0.1485,5.0,9.0,1,Truck Driver,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,35.0,NJ
Completed,0.212,4.0,3.0,1,Clerical,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,29.0,NE
Current,0.2389,3.0,3.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,IL
Past Due (1-15 days),0.2071,4.0,3.0,3,Other,Self-employed,True,0.0,0.0,0.0,"$50,000-74,999",4.0,56.0,ID
Current,0.1419,5.0,6.0,6,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,11.0,MA
Current,0.2973,2.0,3.0,1,Postal Service,Employed,False,4.0,3651.0,3.0,"$50,000-74,999",1.0,7.0,NY
Current,0.1419,5.0,8.0,1,Administrative Assistant,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,14.0,NY
Current,0.1369,5.0,7.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,TN
Completed,0.1939,5.0,5.0,1,Other,Full-time,False,1.0,0.0,13.0,"$25,000-49,999",2.0,40.0,UT
Current,0.1019,6.0,11.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,3.0,CA
Current,0.173,5.0,6.0,18,Professional,Full-time,True,1.0,8128.0,6.0,"$75,000-99,999",2.0,51.0,CA
Chargedoff,0.1574,6.0,6.0,2,Other,Employed,True,1.0,0.0,2.0,"$50,000-74,999",1.0,23.0,NV
Completed,0.2584,3.0,3.0,1,Engineer - Electrical,Full-time,False,0.0,0.0,0.0,"$75,000-99,999",2.0,35.0,WV
Completed,0.2299,3.0,5.0,1,Student - Community College,Part-time,False,0.0,0.0,1.0,"$1-24,999",1.0,10.0,CA
Completed,0.246,3.0,7.0,6,Professional,Full-time,False,2.0,366.0,17.0,"$100,000+",1.0,27.0,FL
Completed,0.1727,1.0,3.0,7,Administrative Assistant,Full-time,True,0.0,0.0,0.0,"$1-24,999",1.0,14.0,CO
Current,0.2539,2.0,3.0,2,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,8.0,FL
FinalPaymentInProgress,0.184,4.0,4.0,7,Other,Other,True,0.0,0.0,0.0,"$25,000-49,999",2.0,33.0,AK
Current,0.2816,2.0,5.0,14,Social Worker,Employed,False,0.0,0.0,0.0,"$25,000-49,999",3.0,55.0,OH
Completed,0.34,1.0,5.0,1,Administrative Assistant,Full-time,True,4.0,31622.0,33.0,"$25,000-49,999",1.0,29.0,CT
Current,0.1799,4.0,6.0,2,Other,Employed,True,0.0,0.0,3.0,"$50,000-74,999",1.0,35.0,MD
Current,0.1039,6.0,11.0,1,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,3.0,TX
Current,0.1053,6.0,8.0,19,Sales - Retail,Employed,False,1.0,0.0,3.0,"$75,000-99,999",1.0,12.0,VA
Current,0.2024,4.0,7.0,1,Other,Employed,False,1.0,0.0,10.0,"$50,000-74,999",1.0,35.0,AZ
Current,0.1285,6.0,8.0,1,Attorney,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,8.0,NY
Current,0.1029,6.0,8.0,3,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,19.0,TX
Current,0.1029,6.0,8.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,7.0,NJ
Completed,0.119,6.0,9.0,5,Student - College Graduate Student,Full-time,False,0.0,0.0,0.0,"$1-24,999",1.0,16.0,CA
Completed,0.2299,3.0,2.0,1,Administrative Assistant,Full-time,True,0.0,0.0,18.0,"$25,000-49,999",1.0,33.0,AL
Defaulted,0.2999,2.0,4.0,2,Other,Other,True,0.0,0.0,2.0,"$50,000-74,999",1.0,16.0,OH
Completed,0.1695,3.0,5.0,1,Professional,Employed,False,0.0,0.0,29.0,"$100,000+",2.0,10.0,NY
Chargedoff,0.21,3.0,7.0,2,Other,Retired,True,0.0,0.0,0.0,"$25,000-49,999",1.0,12.0,FL
Chargedoff,0.2869,2.0,2.0,13,Bus Driver,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,19.0,PA
Current,0.0989,6.0,8.0,18,Other,Full-time,False,0.0,0.0,4.0,"$75,000-99,999",1.0,15.0,KS
Current,0.1939,5.0,6.0,16,Skilled Labor,Employed,True,0.0,0.0,2.0,"$50,000-74,999",1.0,8.0,NC
Completed,0.0659,7.0,10.0,2,Professional,Employed,False,0.0,0.0,0.0,"$100,000+",4.0,4.0,CA
Current,0.1369,5.0,7.0,2,Sales - Commission,Employed,False,0.0,0.0,0.0,"$100,000+",2.0,41.0,MN
FinalPaymentInProgress,0.2999,2.0,1.0,1,Laborer,Full-time,False,0.0,0.0,22.0,"$25,000-49,999",1.0,23.0,NY
Completed,0.1802,4.0,2.0,1,Executive,Self-employed,True,0.0,0.0,0.0,"$100,000+",1.0,3.0,VA
Current,0.0999,6.0,10.0,6,Tradesman - Mechanic,Full-time,True,0.0,0.0,14.0,"$50,000-74,999",2.0,26.0,CO
Chargedoff,0.1285,6.0,9.0,1,Sales - Retail,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",2.0,58.0,IN
Completed,0.2099,3.0,3.0,1,Nurse (RN),Full-time,True,1.0,3323.0,1.0,"$75,000-99,999",1.0,20.0,CA
Current,0.1879,4.0,4.0,14,Skilled Labor,Employed,True,2.0,742.0,66.0,"$100,000+",1.0,14.0,AK
Completed,0.104,6.0,9.0,7,Architect,Full-time,True,0.0,0.0,0.0,"$100,000+",2.0,55.0,MD
Current,0.2187,3.0,4.0,3,Principal,Employed,False,2.0,425.0,0.0,"$25,000-49,999",1.0,28.0,CA
Chargedoff,0.2999,2.0,2.0,1,Skilled Labor,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,17.0,AZ
Chargedoff,0.1395,6.0,10.0,3,Other,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,17.0,CA
Completed,0.333,2.0,9.0,6,Nurse (LPN),Full-time,False,0.0,0.0,15.0,"$25,000-49,999",1.0,27.0,OH
Chargedoff,0.2099,3.0,6.0,2,Police Officer/Correction Officer,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,32.0,GA
Completed,0.098,6.0,9.0,2,Accountant/CPA,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,27.0,IL
Completed,0.2081,4.0,5.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,7.0,CA
Completed,0.1579,5.0,5.0,6,Food Service Management,Employed,False,0.0,0.0,0.0,"$75,000-99,999",2.0,49.0,OR
Current,0.1214,5.0,9.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,16.0,FL
Current,0.2279,3.0,3.0,1,Other,Employed,False,1.0,278.0,4.0,"$25,000-49,999",3.0,91.0,GA
Current,0.2135,3.0,4.0,1,Postal Service,Employed,False,0.0,0.0,8.0,"$50,000-74,999",1.0,22.0,CA
Current,0.1069,6.0,9.0,2,Accountant/CPA,Full-time,True,0.0,0.0,0.0,"$100,000+",2.0,25.0,IL
Current,0.2524,3.0,3.0,2,Postal Service,Employed,True,1.0,1122.0,0.0,"$50,000-74,999",1.0,11.0,AL
Completed,0.2625,3.0,8.0,1,Sales - Commission,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,PA
Past Due (61-90 days),0.0874,6.0,10.0,1,Retail Management,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,35.0,AZ
Completed,0.34,2.0,9.0,6,Military Enlisted,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,17.0,NC
Current,0.198,3.0,3.0,1,Laborer,Employed,True,0.0,0.0,8.0,"$1-24,999",1.0,11.0,OH
Current,0.1123,6.0,8.0,1,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,8.0,NJ
Current,0.1039,6.0,10.0,1,Skilled Labor,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,32.0,AL
Current,0.2612,2.0,2.0,2,Other,Employed,False,1.0,6779.0,35.0,"$50,000-74,999",2.0,54.0,GA
Current,0.0666,7.0,11.0,1,Retail Management,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,50.0,FL
Current,0.2449,2.0,4.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,12.0,MA
Past Due (61-90 days),0.2172,3.0,5.0,2,Skilled Labor,Employed,True,1.0,93.0,1.0,"$50,000-74,999",1.0,10.0,TX
Completed,0.34,2.0,8.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,15.0,FL
Past Due (1-15 days),0.2686,2.0,3.0,14,Construction,Employed,False,1.0,0.0,32.0,"$25,000-49,999",1.0,7.0,FL
Current,0.2332,3.0,4.0,2,Other,Employed,True,0.0,0.0,10.0,"$25,000-49,999",1.0,9.0,IN
Completed,0.0825,5.0,8.0,1,Clerical,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,GA
Past Due (31-60 days),0.2612,2.0,3.0,1,Other,Employed,True,0.0,0.0,21.0,"$25,000-49,999",1.0,28.0,OH
Completed,0.1924,4.0,2.0,3,Architect,Self-employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,35.0,RI
Current,0.1089,6.0,10.0,1,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,36.0,TX
Completed,0.2659,3.0,4.0,2,Other,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,31.0,MI
Current,0.2387,3.0,6.0,1,Other,Employed,False,1.0,3284.0,23.0,"$25,000-49,999",1.0,10.0,IN
Current,0.1299,5.0,10.0,7,Analyst,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,66.0,FL
Current,0.2906,2.0,1.0,3,Administrative Assistant,Employed,True,1.0,1344.0,32.0,"$25,000-49,999",1.0,7.0,MD
Current,0.1634,4.0,5.0,3,Other,Employed,True,0.0,0.0,1.0,"$100,000+",4.0,75.0,NY
Current,0.1199,6.0,4.0,1,Accountant/CPA,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,67.0,CA
Current,0.1169,6.0,9.0,1,Clerical,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,13.0,NH
Chargedoff,0.251,3.0,5.0,15,Computer Programmer,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,12.0,KS
Completed,0.0929,6.0,8.0,1,Engineer - Electrical,Full-time,False,0.0,0.0,0.0,"$75,000-99,999",1.0,14.0,PA
Current,0.0729,6.0,8.0,1,Food Service Management,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,15.0,GA
Current,0.2187,3.0,2.0,1,Accountant/CPA,Employed,False,0.0,0.0,9.0,"$50,000-74,999",3.0,64.0,OK
Chargedoff,0.2475,3.0,7.0,2,Sales - Commission,Full-time,False,0.0,0.0,17.0,"$75,000-99,999",1.0,25.0,KS
Current,0.2159,3.0,4.0,19,Professional,Employed,False,0.0,0.0,1.0,"$100,000+",1.0,10.0,NC
Current,0.1099,6.0,8.0,1,Engineer - Chemical,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,9.0,RI
Current,0.2349,3.0,3.0,3,Teacher,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,7.0,SC
Current,0.1634,4.0,5.0,2,Other,Other,False,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,OR
Completed,0.306,2.0,3.0,7,Skilled Labor,Employed,False,0.0,0.0,2.0,"$25,000-49,999",1.0,18.0,FL
Current,0.0709,7.0,11.0,1,Sales - Commission,Employed,False,1.0,0.0,4.0,"$75,000-99,999",2.0,30.0,CA
Current,0.1499,5.0,6.0,13,Other,Employed,False,1.0,5571.0,1.0,"$1-24,999",4.0,76.0,IL
Current,0.0749,7.0,9.0,2,Teacher,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,17.0,CA
Current,0.1149,6.0,6.0,1,Clerical,Employed,False,1.0,560.0,0.0,"$25,000-49,999",1.0,9.0,AZ
Current,0.1999,4.0,5.0,1,Professional,Employed,False,1.0,77.0,0.0,"$50,000-74,999",1.0,11.0,OH
Current,0.1459,5.0,5.0,19,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,6.0,NC
Completed,0.2999,2.0,6.0,2,Other,Full-time,True,2.0,5487.0,2.0,"$100,000+",1.0,12.0,NC
Completed,0.2999,2.0,2.0,7,Sales - Commission,Full-time,False,0.0,0.0,21.0,"$25,000-49,999",1.0,35.0,FL
Current,0.2079,4.0,9.0,1,Teacher,Employed,True,0.0,0.0,0.0,"$50,000-74,999",5.0,89.0,NY
Completed,0.2246,3.0,3.0,1,Tradesman - Mechanic,Employed,True,1.0,571.0,4.0,"$25,000-49,999",1.0,7.0,FL
Completed,0.1499,5.0,8.0,1,Professional,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,52.0,CA
Current,0.2332,3.0,2.0,1,Other,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,11.0,NY
Completed,0.073,7.0,9.0,2,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,23.0,PA
Current,0.0616,7.0,11.0,1,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,15.0,MD
Current,0.1556,5.0,6.0,1,Other,Other,True,0.0,0.0,0.0,"$50,000-74,999",1.0,17.0,CA
Current,0.1089,6.0,7.0,1,Accountant/CPA,Employed,True,0.0,0.0,14.0,"$100,000+",1.0,14.0,FL
Chargedoff,0.3025,1.0,1.0,3,Investor,Self-employed,True,5.0,68123.0,59.0,"$50,000-74,999",1.0,31.0,MD
Current,0.1149,6.0,7.0,1,Teacher,Employed,False,0.0,0.0,0.0,"$50,000-74,999",3.0,76.0,NY
Completed,0.34,2.0,6.0,1,Other,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,13.0,WA
Current,0.1574,6.0,7.0,1,Tradesman - Mechanic,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,5.0,CA
Current,0.0689,7.0,10.0,11,Executive,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,13.0,CA
Chargedoff,0.0874,6.0,9.0,2,Medical Technician,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,65.0,MO
Completed,0.1297,5.0,8.0,1,Computer Programmer,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,36.0,GA
Current,0.0549,7.0,10.0,3,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,5.0,TX
Completed,0.2299,3.0,4.0,1,Computer Programmer,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,28.0,MI
Current,0.0599,7.0,10.0,1,Attorney,Employed,True,0.0,0.0,0.0,"$75,000-99,999",3.0,34.0,UT
Current,0.2474,3.0,5.0,6,Other,Employed,False,0.0,0.0,5.0,"$25,000-49,999",1.0,12.0,MO
Current,0.1999,4.0,5.0,1,Analyst,Self-employed,True,0.0,0.0,0.0,"$100,000+",3.0,54.0,TX
Past Due (1-15 days),0.1674,4.0,3.0,2,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$50,000-74,999",3.0,70.0,CT
Current,0.1595,4.0,8.0,1,Clerical,Employed,True,0.0,0.0,0.0,"$25,000-49,999",3.0,52.0,WA
Current,0.1259,5.0,7.0,1,Clerical,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,25.0,TX
Current,0.2739,2.0,4.0,1,Other,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",3.0,93.0,UT
Completed,0.1,6.0,9.0,6,Other,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,17.0,MN
Completed,0.2999,2.0,2.0,1,Principal,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,34.0,GA
Completed,0.17,4.0,9.0,7,Professional,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,17.0,CA
Completed,0.0799,6.0,8.0,11,Computer Programmer,Employed,True,8.0,16004.0,12.0,"$75,000-99,999",2.0,4.0,KS
Current,0.1349,5.0,7.0,7,Construction,Self-employed,False,0.0,2007.0,16.0,"$1-24,999",1.0,12.0,CO
Current,0.2343,4.0,3.0,3,Sales - Commission,Employed,False,0.0,0.0,5.0,"$25,000-49,999",1.0,16.0,UT
Past Due (1-15 days),0.1802,4.0,4.0,1,Retail Management,Employed,False,0.0,0.0,10.0,"$25,000-49,999",1.0,9.0,GA
Completed,0.333,2.0,6.0,3,Teacher,Full-time,True,1.0,672.0,14.0,"$1-24,999",1.0,28.0,NC
Current,0.1285,6.0,8.0,1,Pilot - Private/Commercial,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,17.0,VA
Current,0.2246,3.0,2.0,1,Civil Service,Employed,False,0.0,0.0,7.0,"$25,000-49,999",1.0,9.0,CA
Current,0.1285,6.0,8.0,1,Other,Other,False,0.0,0.0,0.0,"$1-24,999",1.0,1.0,TX
Completed,0.2437,3.0,5.0,6,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,24.0,PA
Current,0.2599,2.0,3.0,2,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,16.0,TX
Completed,0.34,1.0,4.0,7,Teacher,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,18.0,UT
Completed,0.0847,6.0,7.0,1,Other,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,9.0,CA
Current,0.1485,4.0,7.0,1,Retail Management,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,8.0,GA
Current,0.1349,5.0,6.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,35.0,TX
Current,0.1499,5.0,5.0,13,Truck Driver,Self-employed,True,1.0,761.0,12.0,"$100,000+",2.0,56.0,AR
Completed,0.2299,3.0,4.0,2,Food Service Management,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",2.0,51.0,MN
Current,0.3034,1.0,2.0,1,Professional,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,9.0,AZ
Completed,0.124,5.0,8.0,7,Other,Other,True,0.0,0.0,0.0,"$1-24,999",1.0,30.0,AZ
Current,0.1285,6.0,8.0,3,Professional,Employed,True,7.0,10147.0,2.0,"$100,000+",3.0,58.0,TX
Current,0.2387,3.0,4.0,2,Fireman,Employed,False,0.0,0.0,60.0,"$25,000-49,999",2.0,26.0,MN
Current,0.173,5.0,6.0,7,Engineer - Electrical,Employed,True,0.0,0.0,1.0,"$50,000-74,999",1.0,7.0,TN
Completed,0.082,6.0,10.0,1,Police Officer/Correction Officer,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,19.0,OH
Chargedoff,0.1556,5.0,8.0,3,Computer Programmer,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,6.0,VA
Completed,0.0934,6.0,7.0,1,Sales - Commission,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,11.0,IL
Current,0.1374,5.0,8.0,1,Professional,Employed,True,8.0,27031.0,31.0,"$75,000-99,999",1.0,11.0,NJ
Current,0.0849,6.0,10.0,1,Food Service Management,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,AL
Current,0.1579,5.0,6.0,1,Teacher,Part-time,False,0.0,0.0,0.0,"$1-24,999",1.0,35.0,CA
Past Due (91-120 days),0.3034,1.0,3.0,1,Clerical,Employed,False,1.0,0.0,18.0,"$1-24,999",1.0,3.0,FL
Current,0.2299,3.0,5.0,1,Teacher,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,13.0,SC
Current,0.0929,6.0,8.0,3,Engineer - Mechanical,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,6.0,IN
Defaulted,0.3204,2.0,1.0,1,Professional,Employed,True,1.0,239.0,0.0,"$50,000-74,999",1.0,5.0,WA
Current,0.1285,6.0,8.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,5.0,NJ
Current,0.1369,5.0,7.0,14,Other,Employed,False,1.0,81.0,6.0,"$75,000-99,999",2.0,21.0,CA
Current,0.1539,5.0,5.0,9,Truck Driver,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,70.0,FL
Current,0.1669,5.0,6.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,NY
Completed,0.2392,3.0,3.0,19,Clerical,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,16.0,MD
Current,0.1149,6.0,9.0,1,Car Dealer,Employed,True,0.0,0.0,12.0,"$100,000+",2.0,42.0,OH
Past Due (61-90 days),0.2906,2.0,3.0,1,Food Service Management,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,12.0,TN
Current,0.2021,4.0,5.0,1,Other,Employed,False,2.0,136.0,0.0,"$25,000-49,999",2.0,50.0,NY
Completed,0.2999,2.0,6.0,3,Retail Management,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,58.0,MI
Completed,0.254,3.0,7.0,3,Computer Programmer,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,2.0,NV
Current,0.1665,4.0,8.0,1,Food Service Management,Employed,False,0.0,0.0,0.0,"$75,000-99,999",2.0,24.0,NY
